set A := A B C D E F G H I J K L M N O P Q R S T U V X Z AA AB AC AD AE AF AG AH AI AJ AK AL AM AN AO AP AQ AR AS AT AU AV AX AZ;

param RetMat: A B C D E F G H I J K L M N O P Q R S T U V X Z AA AB AC AD AE AF AG AH AI AJ AK AL AM AN AO AP AQ AR AS AT AU AV AX AZ :=
11 	0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536
12 	0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954
13	0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812
14 	-0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574
15 	-0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923
16 	0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344
17 	-0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462
18 	-0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398
19 	-0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862
20 	0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891
21 	0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425
22 	-0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479
23 	0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536
24 	0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954
25	0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812
26 	-0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574
27 	-0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923
28 	0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344
29 	-0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462
30 	-0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398
31 	-0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862
32 	0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891
33 	0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425
34 	-0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479
35 	0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536
36 	0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954
37	0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812
38 	-0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574
39 	-0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923
40 	0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344 0.0038	0.3695	0.1265	0.0344
41 	-0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462 -0.0599	-0.1357	0.1045	0.0462
42 	-0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398 -0.1795	-0.0904	-0.0654	0.0398
43 	-0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862 -0.4472	-0.3103	-0.1995	-0.0862
44 	0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891 0.0072	0.1483	0.2308	0.0891
45 	0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425 0.6517	0.1258	0.1024	0.0425
46 	-0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479 -0.1539	-0.2361	0.0522	0.1479
47 	0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536 0.0981	0.0554	0.1166	0.0536
48 	0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954 0.2969	0.3092	-0.0715	-0.0954
49	0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812 0.1383	0.2228	0.1845	-0.0812
50 	-0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574 -0.2029	-0.2019	-0.2079	-0.0574
51 	-0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923 -0.0649	0.1580 	0.1593	0.1923
